STRS_moneh_paycheckdead,You missed a paycheck because you are dead.,
STRD_description_onloadintro,Zargabad Life 2,
STRD_description_onloadmission,Zargabad Life 2,
STRD_description_param1,Marker out of city,
STRD_description_time,TimeSkipInterval[Day|Night],
STRD_description_on,on,
STRD_description_off,off,
STRD_description_cancel,Cancel,
STRD_description_buyitem_close,Close,
STRD_description_submit,Submit,
STRD_description_weapon_submit,Buy this weapon!,
STRD_description_civcam_title,Zargabad Camera Systems,
STRD_description_civcam_chooseciv,Choose Civ:,
STRD_description_civcam_dauer,Duration:,
STRD_description_civcam_cost,Cost:,
STRD_description_civcam_submit,Watch him,
STRD_description_carshop_submit,Buy this Vehicle,
STRD_description_civmenu_disarm,Disarm,
STRD_description_civmenu_steal,Rob Inventory,
STRD_description_civmenu_drugs,Drug Search,
STRD_description_civmenu_arrest,Arrest,
STRD_description_civmenu_ticket,Ticket,
STRD_description_civmenu_heal,Heal this Civ,
STRD_description_civmenu_inventar,Check Inventory,
STRD_description_civmenu_header,Civ-menu,
STRD_description_wantedrelease_cost,Enter bounty:,
STRD_description_wantedrelease_setwantedmenu,Set Wanted Menu,
STRD_description_wantedrelease_prisonrelease_title,Release menu,
STRD_description_wantedrelease_submit,Set him free,
STRD_description_wantedrelease_submit_unwanted,Set him unwanted,
STRD_description_bail_pay,Pay bail,
STRD_description_bail_cost,Bail,
STRD_description_spielerinfo_header,Player Info,
STRD_description_spielerinfo_select,Select Player,
STRD_description_spielerinfo_name,Player Name:,
STRD_description_spielerinfo_deaths,Number of deaths:,
STRD_description_spielerinfo_wanted,Wanted:,
STRD_description_spielerinfo_kopfgeld,Bounty:,
STRD_description_bombenconfig_header,Speed Car-Bomb config,
STRD_description_bombenconfig_speed,Speed:,
STRD_description_bombenconfig_speed2,Duration:,
STRD_description_bombenconfig_plant,Plant Bomb,
STRD_description_zeitbombenconfig_header,Time Car-Bomb config,
STRD_description_zeitbombenconfig_zeit,Time:,
STRD_description_hideout_submit,Buy Hideout,
STRD_description_schluessel_header,Keys,
STRD_description_schluessel_wegwerfen,Throw Key away forever,
STRD_description_handy_title,Write SMS,
STRD_description_handy_cost,Cost: $%1,
STRD_description_handy_submit,Send,
STRD_description_itemmenu_title,Buy Items,
STRD_description_itemmenu_title2,Sell Items,
STRD_description_inventar_gewicht,Item Weight single/overall:,
STRD_description_spielerliste_header,Stats,
,,
,,
// Squads,,
STRD_description_squad_header,Squads,
STRD_description_squad_button_join,Join Squad,
STRD_description_squad_button_manage,Manage Squad,
STRD_description_squad_button_leave,Leave Squad,
STRD_description_squad_button_create,Create Squad,
STRD_description_squad_submit, Submit,
,,
STRD_description_squadmanage_header,Manage squad,
STRD_description_squadmanage_submit,Create!,
STRD_description_squadmanage_name,squad Name:,
STRD_description_squadmanage_manage,Manage squad,
STRD_description_squadmanage_rauswerfen_header,Kick Member,
STRD_description_squadmanage_rauswerfen_submit,Kick!,
,,
/////////////////,,
,,
//Gangs,,
,,
STRD_description_gildehauptmenu_header,Gangs,
STRD_description_gildehauptmenu_button_join,Join Gang,
STRD_description_gildehauptmenu_button_manage,Manage Gang,
STRD_description_gildehauptmenu_button_leave,Leave Gang,
STRD_description_gildehauptmenu_button_create,Create Gang,
,,
STRD_description_gildegruenden_header,Create a new Gang,
STRD_description_gildegruenden_submit,Create!,
STRD_description_gildegruenden_name,Gang Name:,
STRD_description_gildeverwalten_header,Manage Gang,
STRD_description_gildeverwalten_rauswerfen_header,Kick Member,
STRD_description_gildeverwalten_rauswerfen_submit,Kick!,
,,
/////////////,,
,,
,,
STRD_description_factory_manifacture_header,Factory,
STRD_description_factory_manifacture,Manufacture,
STRD_description_close,Close,
STRD_description_janein_header,Please confirm,
STRD_description_ja,Yes,
STRD_description_nein,No,
STRD_description_civmenu_ZipTie, Zip Tie,
STRD_janein_header,Please confirm,
STRD_stunned_dialogbutton,Stand up,
STRS_handlerdeadpub_civkilled,You killed %1! He wasn't wanted so you should pay $%2 to him in compensation.,
STRS_handlerdeadpub_kopfgeld_youkilled,You killed %1! He had a bounty of $%2,
STRS_handlerdeadpub_kopfgeld_kill,You killed a wanted civ and got $%1 as bonus.,
STRS_handlerdeadpub_copkilled,You killed %1! You are now wanted!,
STRS_handlerdeadpub_copkilledbycop,You Team-killed %1!,
STRS_handlerdeadpub_suicide,You committed suicide.,
STRS_konvoy_start,A supply truck is on its way to the police base.,
STRS_konvoy_arrived,The supply truck has reached the police base.,
STRS_konvoy_hijacked,The supply truck has been hijacked! The Driver is dead!,
STRS_konvoy_destroyed,The supply truck has been destroyed!,
STRS_konvoy_civarrived,The hijacked Convoy has reached the rebel hideout.,
STRS_Konvoymarker,Truck,
STRS_bankvanmarker,BankVan,
STRS_kopfgeld_kein_kopfgeld_entfernen,There's no bounty on his head.,
STRS_kopfgeld_entfernt,The bounty of %1 was removed. He is no longer wanted.,
STRS_kopfgeld_nokopfgeld,You currently can't set %1 wanted.,
STRS_kopfgeld_nomoney,You don't have enough money.,
STRS_kofpgeld_set,You set a bounty of $%2 on %1.,
STRS_kopfgeld_publicmsg,%1 sets a bounty of $%2 on Civ%3s head. That's a bounty of $%4 in total (The cop who arrests him will receive the bounty).,
STRS_kopfgeld_notself,You can't set yourself unwanted.,
STRS_switchedcopmarker,You turned cop-markers %1.,
STRS_Off,off,
STRS_On,on,
STRS_statdialog_playerinfo,P L A Y E R - I N F O:,
STRS_statdialog_playerlist,P L A Y E R S:,
STRS_statdialog_licenselist,L I C E N S E S:,
STRS_statdialog_other,O T H E R:,
STRS_statdialog_inventarlist,I N V E N T O R Y:,
STRS_statdialog_waffen,W E A P O N S:,
STRS_statdialog_magazine,M A G A Z I N E S:,
STRS_statdialog_gildenlist,G A N G S:,
STRS_statdialog_laws,L A W S:,
STRS_statdialog_regierung,G O V E R N M E N T:,
STRS_statdialog_chief,P O L I C E  C H I E F:,
STRS_statdialog_taxes,T A X E S:,
STRS_stat_regierung,Government Gang-ID:,
STRS_statdialog_money,Money,
STRS_statdialog_hunger,removed,
STRS_statdialog_thirst,removed,
STRS_statdialog_health,Health,
STRS_statdialog_speed,Speed,
STRS_statdialog_heigth,Height,
STRS_statdialog_weight,Weight,
STRS_statdialog_rolenumber,Role Number,
STRS_statdialog_copkills,Cops killed,
STRS_statdialog_civkills,Civs killed,
STRS_statdialog_selfkills,Suicides,
STRS_statdialog_deaths,Deaths,
STRS_statdialog_bounty,Bounty,
STRS_statdialog_bestrace,,
STRS_statdialog_racewon,,
STRS_statdialog_gilde,Gang,
STRS_statdialog_wanted,Wanted,
STRS_statdialog_kopfgeld,Bounty,
STRS_hints_ja,Yes,
STRS_hints_nein,No,
STRS_hints_keins,None,
STRS_hints_account_balance,You have %1$ on your Account.,
STRS_bail_addbail,You got $%1 because Civ%2 paid bail.,
STRS_bail_addconvoy,You got $%1 from the convoy.,
STRS_bail_payed,Civ%1 paid $%2 in bail,
STRS_bail_self,You paid $%1 bail.,
STRS_bail_cantpay,You do not have that much money.,
STRS_prison_notinprison,You can't release this Civ because he is not in prison.,
STRS_prison_freenow,The Civ is free now.,
STRS_pimp_vclsell_toofast,You are going too fast to sell the vehicle,
STRS_pimp_vclsell,You sold the vehicle for $%1.,
STRM_mission_marker_arbeiter,Worker,
STRM_mission_marker_rathaus,City Hall,
STRM_mission_marker_deliverypoint1,Delivery 1,
STRM_mission_marker_deliverypoint2,Delivery 2,
STRM_mission_marker_deliverypoint3,Delivery 3,
STRM_mission_marker_deliverypoint4,Delivery 4,
STRM_mission_marker_deliverypoint5,Delivery 5,
STRM_mission_marker_deliverypoint6,Delivery 6,
STRM_mission_marker_deliverypoint7,Delivery 7,
STRM_mission_marker_deliverypoint8,Delivery 8,
STRM_mission_marker_deliverypoint9,Delivery 9,
STRM_mission_marker_deliverypoint10,Delivery 10,
STRM_mission_marker_workplace1,Workplace 1,
STRM_mission_marker_workplace2,Workplace 2,
STRM_mission_marker_workplace3,Workplace 3,
STRM_mission_marker_terrorhideout,Rebel Hideout,
STRM_mission_marker_jail,Jail,
STRM_mission_marker_Heroindealer,Sell Heroin,
STRM_mission_marker_cocaindealer,Sell Cocaine,
STRM_mission_marker_marihuanadealer,Sell Marijuana,
STRM_mission_marker_lsddealer,Sell LSD,
STRM_mission_marker_lonelyisland,Just a lonely island,
STRM_mission_marker_racefinish,Race Finish,
STRM_mission_marker_racestart,Race Start,
STRM_mission_marker_atm,ATM,
STRM_mission_marker_shootingrange,Shooting Range,
STRM_mission_marker_refuelstation,Petrol Station,
STRM_mission_marker_policestation,Police Base,
STRM_mission_marker_headmoneylicense,Bounty-Hunter License,
STRM_mission_marker_antidoteshop,Virus Antidote Shop,
STRM_mission_marker_civhospital,Civ Hospital,
STRM_mission_marker_bank,Bank,
STRM_mission_marker_shop_1,Shop 1,
STRM_mission_marker_shop_2,Shop 2,
STRM_mission_marker_shop_3,Shop 3,
STRM_mission_marker_shop_air,Air-Vehicle shop,
STRM_mission_marker_shop_air_small,Sports Air-Vehicle shop,
STRM_mission_marker_shop_armored,Tank & Car shop,
STRM_mission_marker_shop_heavygun,Heavy-Weapon shop,
STRM_mission_marker_shop_boat,Boat shop,
STRM_mission_marker_shop_sniper,Sniper-Rifle shop,
STRM_mission_marker_shop_rifle,Rifle shop,
STRM_mission_marker_shop_pickup,Pick-up shop,
STRM_mission_marker_shop_truck,Truck shop,
STRM_mission_marker_shop_car,Car shop,
STRM_mission_marker_shop_handgun,Handgun shop,
STRM_mission_marker_shop_smg,SMG shop,
STRM_mission_marker_shop_equipment,Equipment shop,
STRM_mission_marker_sellcars,Sell Vehicles,
STRM_mission_marker_garage,Garage,
STRM_mission_drugbuyflag,Buy Drugs,
STRM_mission_marker_fishing,Fishing Area,
STRM_mission_marker_forest,Workplace Forest,
STRM_mission_marker_farming,Harvesting Area,
STRM_mission_marker_farmingsell,Sell harvest,
STRM_mission_marker_court,Court Construction Site,
STRM_mission_marker_jail_construction,Jail Construction Site,
STRM_mission_marker_bagango_shooting_range,Bagango Shooting Range,
STRM_mission_marker_factory_air,Air Vehicle Factory,
STRM_mission_gruen_fahne,Bases,
STRM_mission_blau_fahne,Shops,
STRM_mission_gelb_fahne,Hideout / Workplaces / Buyable Shops,
STRM_mission_rot_fahne,Illegal Activities,
STRM_mission_gruen_punkt,Bank / ATM,
STRM_mission_rot_punkt,Delivery Point,
STRM_mission_gelb_punkt,Street Race,
STRM_mission_weiss_punkt,Others,
STRM_mission_legende,Caption,
STRM_mission_legende_civmarker,Civ-marker,
STRM_mission_legende_civmarker2,Civ-marker (wanted),
STRM_mission_legende_copmarker,Cop-marker,
STRM_mission_legende_restaurante,Restaurant,
STRM_mission_marker_terrorvehicle,Rebel Vehicles,
STRS_license_car,Drivers License,
STRS_license_pickup,Pick-up License,
STRS_license_truck,Truck License,
STRS_license_boat,Boat License,
STRS_license_air,Air Vehicle License,
STRS_license_jet,Jet Pilots License,
STRS_license_kopfgeld,Bounty-Hunter License,
STRS_license_terror,Combat Training,
STRS_license_uni,University Exam,
STRS_license_bank,Bank Insurance,
STRS_license_bomb,Bomb Training,
STRS_license_lockpick,Lock Pick Training,
STRS_license_engineer,Engineer Training,
STRS_license_explosive,Explosives Training,
STRS_license_probator,Civ Shop Buy License,
STRS_license_coppatrol,Patrol Officer Training,
STRS_license_copresponse,Criminal Response Officer Training,
STRS_license_copairsupport,Air Support Officer Training,
STRS_license_copswat,SOBR Training,
STRS_license_adminlicense,Admin,
STRS_license_glassblowerlicense,Glass Blower Training,
STRS_license_pmc,PMC,
STRS_license_medic,Medical Training,
STRM_mission_marker_license1,Car/Pick-up-License,
STRM_mission_marker_license2,Handgun/SMG-License,
STRM_mission_marker_license3,Sniper/MG-License,
STRM_mission_marker_license4,Boat License,
STRM_mission_marker_license_airport,Air License,
STRM_mission_marker_license5,Trucker/Oil License,
STRM_mission_marker_university,Uni & Training,
STRM_mission_marker_Alcohol,Alcohol/Tobacco License,
STRS_item_addinfo_keine,none,
STRS_item_hideout,Hideout,
STRS_item_hideout_info,A Hideout. Use it outside the cities to place it. At the flag,
STRS_inventar_hideout_wrongplace,You are too close to a city so you can't build your hideout here.,
STRS_inventar_no_money_hideout,You can't afford the hideout.,
STRS_inventar_bought_hideout,"%1, you built a Hideout here.",
STRS_variablen_hideout_small,Small Hideout,
STRS_variablen_hideout_middle,Medium Hideout,
STRS_variablen_hideout_large,Large Hideout,
STRS_variablen_hideout_addon_firstaid,First Aid,
STRS_variablen_hideout_addon_teleporter,Teleporter,
STRS_variablen_hideout_addon_banking,Internet Banking,
STRS_hideoutheal_nouse,You are not injured.,
STRS_hideoutheal_use,You are healing yourself,
STRS_hideoutheal_used,Your wounds are now healed.,
STRS_hideoutaddons_nobuy,You can't afford this add-on.,
STRS_hideoutaddons_buy,You bought that hideout add-on for $%1.,
STRS_hideoutaddons_repaired,You repaired your hideout.,
STRS_hideoutaddons_norepair,You can't repair your hideout because it is not damaged.,
STRS_hideoutaction_nobuy,You can't afford that hideout.,
STRS_hideoutaction_already,You already own a hideout.,
STRS_hideoutaction_info,You bought a hideout. It is now available in your inventory (Place it by selecting it in the inventory and click use. Note: You can't place the hideout inside towns.),
STRS_hideout_flagowner,The owner of this hideout is %1,
STRS_hideout_locked_entered,%1 has entered your hideout.,
STRS_hideout_locked,Hideout locked.,
STRS_hideout_unlocked,Hideout unlocked.,
STRS_hideout_marker,Your Hideout,
STRS_item_alreadygothideout,You already have a hideout.,
STRS_item_versicherung,Bank Insurance,
STRS_item_versicherung_info,You can't lose any money when the bank is robbed while having this item in your inventory. Each time the bank gets robbed one insurance item will be removed.,
STRS_item_impound,Impound Vehicle Ticket,
STRS_item_impound_info,With this ticket you can impound a vehicle,
STRS_inv_item_ziptie_info,Use this to restrain people while they are stunned.,
STRS_inventar_impound_zuweit,There is no vehicle here,
STRS_inventar_impound_gesehen,%2(%1) has impounded vehicle (%3)!,
STRS_inventar_impound_already,You cant impound your own vehicle!!.,
STRS_inventar_impound_success,You have impounded this vehicle!,
STRS_inventar_impound_noluck,You have failed to impound this vehicle,
STRS_item_lockpick,Lock Pick,
STRS_item_lockpick_info,With this device you can steal other vehicles and acquire the keys.,
STRS_inventar_lockpick_zuweit,No vehicle close enough.,
STRS_inventar_lockpick_gesehen,%1 was seen stealing a vehicle (registration plate: %2)!,
//STRS_inventar_lockpick_gesehen,%1(%2) was seen stealing a vehicle (registration plate: %3)!,
STRS_inventar_lockpick_already,you already own this vehicle.,
STRS_inventar_lockpick_success,You got this vehicle!,
STRS_inventar_lockpick_noluck,The lockpick broke.,
STRS_item_holz,Wood,
STRS_item_eisenerz,Iron Ore,
STRS_item_mineraloel,Mineral Oil,
STRS_item_ebauteile,Electronic Components,
STRS_item_silizium,Silicon,
STRS_item_kupfer,Copper,
STRS_item_stahl,Steel,
STRS_item_schwarzpulver,Black Powder,
STRS_item_schwefel,Sulphur,
STRS_item_kohle,Coal,
STRS_item_silver,Silver,
STRS_item_gold,Gold,
STRS_item_Diamond,Diamond,
STRS_item_erdoel,Petroleum,
STRS_item_glas,Glass,
STRS_item_plastik,Plastic,
STRS_item_sand,Sand,
STRS_item_stahlwolle,Steel Wool,
STRS_item_Marihuana_Plant,Used to make drugs,
STRS_item_Bundle_of_Grapes,Used to make wine,
STRS_item_oil,Used to make oil barrels,
STRS_FoodContainer,imported from other countrys,
STRS_WeaponContainer,imported from other countrys,
STRS_MedicalContainer,imported from other countrys,
STRS_SupplyContainer,imported from other countrys,
STRM_verseuchte_zone,Contaminated Zone,
STRS_item_farmitem_info,This item can be used in order to create other items in factories.,
STRS_item_gold_info,This can be used to make gold bricks,
STRS_addaction_gesetz,Change the Law,
STRD_dialogandere_gesetze_header,Change laws (You have to choose a slot in the list below. It may be empty.),
STRD_dialogandere_gesetze_submit,Change!,
STRS_gilde_gesetze_public,Law #%1 has been changed. This is the new Law: %2,
STRS_stunned_enabled,You have been Stunned. Input disabled for a few seconds.,
STRS_stunned_disabled,You recovered.,
STRS_stunned_iamtheone,I stunned %1! ,
STRS_stunned_incap,You Have been incapacitated.\nUse the Animation menu and play the animation -normal- in order to stand up again.,
STRS_alreadygotshop,You already own this building.,
STRS_gotshop,"%1, you bought this building for $%2.",
STRS_cop_inprison,You are in prison for either team-killing cops or firing repeatedly in a restricted area.,
STRS_cop_freeprison,You are free again .,
STRM_mission_marker_fac_weapon,Weapon Factory,
STRM_mission_marker_fac_vehicle,Vehicle Factory,
STRM_mission_marker_fac_item,General Factory,
STRM_mission_marker_fac_res,Resource Factory,
STRM_mission_marker_mine_erz,Iron Ore Mine,
STRM_mission_marker_mine_oel,Oil Well,
STRM_mission_marker_mine_kupfer,Copper Mine,
STRM_mission_marker_mine_holz,Wood,
STRM_mission_marker_mine_sand,Sand,
STRM_mission_marker_mine_silizium,Silicon Mine,
STRM_mission_marker_mine_schwefel,Sulphur Mine,
STRM_mission_marker_mine_kohle,Coal Mine,
STRS_functions_crimelog_msg1,Robbed the bank and stole $%1.,
STRS_functions_crimelog_msg2,Stole money from another civ.,
STRS_functions_crimelog_msg3,Killed another civ.,
STRS_functions_crimelog_msg4,Killed another cop.,
STRS_functions_crimelog_msg5,Was sent to prison.,
STRS_functions_crimelog_msg6,Was released from prison.,
STRS_functions_crimelog_msg7,Escaped from prison.,
STRS_functions_crimelog_msg8,Has died.,
STRS_functions_crimelog_msg9,Paid a ticket of %1.,
STRS_functions_crimelog_msg10,Used a bomb.,
STRS_functions_crimelog_msg11,Had a slave.,
STRS_functions_crimelog_msg13,Was seen stealing %1,
STRS_functions_crimelog_msg14,Was seen attempting to steal,
STRS_functions_crimelog_msg15,Is an Assassin,
STRS_addaction_wahlen,Elect a President,
STRS_addaction_chief,Elect a Chief,
STRS_chief_votedfor,You voted for %1 to be Police Chief. The result will be shown at the end of the current government.,
STRS_chief_nomajor,Currently no Chief of police has been elected.,
STRS_chief_majorstays,The current chief of police stays.,
